"Country/Region/World","ISO","Sex","Year","Mean systolic blood pressure (mmHg)","Mean systolic blood pressure lower 95% uncertainty interval (mmHg)","Mean systolic blood pressure upper 95% uncertainty interval (mmHg)","Mean diastolic blood pressure (mmHg)","Mean diastolic blood pressure lower 95% uncertainty interval (mmHg)","Mean diastolic blood pressure upper 95% uncertainty interval (mmHg)","Prevalence of raised blood pressure","Prevalence of raised blood pressure lower 95% uncertainty interval","Prevalence of raised blood pressure upper 95% uncertainty interval"
"South Asia",NA,"Men",1992,123.739788602317,121.239349958851,126.151210916421,78.7273577787424,77.0524202795659,80.3930005398707,0.254855419502596,0.206712819520654,0.306666235896576
"South Asia",NA,"Men",1993,123.861236000657,121.4867395683,126.130348535542,78.7422821077643,77.1267618680518,80.3482436026104,0.255407856996211,0.208927123058144,0.305373457946682
"South Asia",NA,"Men",1994,123.987739016081,121.720708335004,126.143449772145,78.7563856247469,77.2217121811327,80.279870788227,0.255963482160486,0.211126549344014,0.304582482038101
"South Asia",NA,"Men",1995,124.121617294107,121.951027183146,126.203345558328,78.7731762934996,77.2765652578119,80.23098132873,0.256560764754397,0.213503444756744,0.303299767183116
"South Asia",NA,"Men",1996,124.263475884772,122.184487642691,126.243115623967,78.7945324263329,77.3661777103061,80.1805340124171,0.257179365923646,0.214853022592733,0.302688551653918
"South Asia",NA,"Men",1997,124.41550357793,122.402028486691,126.321783284184,78.8205971062134,77.439917618368,80.1507875968095,0.257839759509465,0.217039484716318,0.302425772290076
"South Asia",NA,"Men",1998,124.577000445322,122.646315979534,126.404625380541,78.8520779632542,77.5416982102902,80.128520990899,0.258560070758131,0.218922001184284,0.30156595892953
"South Asia",NA,"Men",1999,124.746412051671,122.853334188773,126.514673813777,78.8882544716265,77.6156692772213,80.1144220236779,0.259314830039277,0.220097455880355,0.301054737559087
"South Asia",NA,"Men",2000,124.921388315119,123.115566577531,126.626497438318,78.9303102169678,77.7096422285167,80.0993890996875,0.260119239429899,0.222274353225501,0.300880849948661
"South Asia",NA,"Men",2001,125.103996673515,123.382799192307,126.776315700352,78.9816797515966,77.7816093112983,80.1032826095941,0.260996853380532,0.223750006576027,0.300717310504278
"South Asia",NA,"Men",2002,125.294208660973,123.632966708386,126.895333800939,79.044647292828,77.8976528270104,80.1123973035748,0.261943231632672,0.225327560489734,0.300773102885459
"South Asia",NA,"Men",2003,125.485349821155,123.897623369,127.061157881758,79.1175008667649,78.0348025054951,80.1402865397103,0.262874893521974,0.226716984508878,0.301313665299006
"South Asia",NA,"Men",2004,125.671937844653,124.149706494382,127.15889104972,79.2007191787209,78.1768052971806,80.1754786959441,0.263807282834558,0.228622958429306,0.301500704946501
"South Asia",NA,"Men",2005,125.849115260264,124.386282685724,127.297643133674,79.2984382176206,78.3283573132998,80.250960862806,0.264705828246984,0.229538780668073,0.301942530833441
"South Asia",NA,"Men",2006,126.014453417865,124.589630317072,127.412269990989,79.4077261552113,78.4739160590878,80.3248438656848,0.265541394719746,0.231164386374954,0.302275572238137
"South Asia",NA,"Men",2007,126.163379171311,124.748367583612,127.554189255944,79.5246601628824,78.623899704536,80.4336881383363,0.266269020891828,0.231596981786594,0.303004230792852
"South Asia",NA,"Men",2008,126.291975518347,124.856918223539,127.684199806326,79.6476600956294,78.741262091795,80.5499439806599,0.266951388569692,0.231673985768725,0.304385317081608
"South Asia",NA,"Men",2009,126.397102719066,124.922033749717,127.877030290016,79.7737466356944,78.8087463169651,80.7107336457826,0.267563600701361,0.231113519657035,0.306532419075968
"South Asia",NA,"Men",2010,126.479224481401,124.891938076292,128.100138504228,79.9018456260457,78.8597596789654,80.909108822228,0.268070909792716,0.230291492223101,0.309957939593167
"South Asia",NA,"Men",2011,126.540059388712,124.796107007498,128.327997494888,80.0305902967671,78.8883217142517,81.1440351174472,0.26841582565391,0.228340808467361,0.313956256436831
"South Asia",NA,"Men",2012,126.594012483113,124.651254412145,128.549937524374,80.1638881726046,78.8903081222775,81.4084754103782,0.268802373197556,0.225559973865035,0.317143252801634
"South Asia",NA,"Men",2013,126.642229298986,124.395567794836,128.819164444261,80.2970061916786,78.8503768422313,81.7257848511317,0.269130544659964,0.221623283183499,0.321133389360461
"South Asia",NA,"Men",2014,126.685793279266,124.135590197316,129.11381854368,80.4274792142766,78.7740596481391,82.0679580059416,0.269444714712312,0.217863753733262,0.325563438755728
"South Asia",NA,"Men",2015,126.724235021637,123.857335347215,129.480282389378,80.5560583608684,78.6771006480965,82.4376440352282,0.269720072204697,0.214432769160113,0.330994557510289
"Sub-Saharan Africa",NA,"Men",1975,127.144219019597,122.847374003788,131.776258636519,76.4060222951471,73.5773079263888,79.2788570502867,0.27408016532625,0.190887497006997,0.369172505818582
"Sub-Saharan Africa",NA,"Men",1976,127.268029909075,123.231888142571,131.573032705353,76.5154795245474,73.8815692484233,79.2115169188314,0.275438998671163,0.196566779434567,0.366042503828068
"Sub-Saharan Africa",NA,"Men",1977,127.390801588912,123.607470217344,131.413411762639,76.6245168821673,74.1739278050943,79.1509506013094,0.276846679222578,0.201939891273072,0.363382679686586
"Sub-Saharan Africa",NA,"Men",1978,127.512288917319,123.977728426022,131.207901954416,76.733443632691,74.453887775058,79.111928757936,0.27826886616763,0.206621543074526,0.359890314740021
"Sub-Saharan Africa",NA,"Men",1979,127.628487391248,124.339520363327,131.094011304168,76.8419921464881,74.7176438950728,79.0521809301825,0.279680608577109,0.211299978874358,0.356441905302626
"Sub-Saharan Africa",NA,"Men",1980,127.738673206682,124.639705062615,130.974586255677,76.9495746219464,74.9569348198888,79.0032298904906,0.281078589091614,0.215207298879172,0.353322969076159
"Sub-Saharan Africa",NA,"Men",1981,127.844540808474,124.952826501061,130.877575638995,77.0579938233432,75.1872528673646,78.9789601693169,0.282478459443677,0.219320137488865,0.350263086196182
"Sub-Saharan Africa",NA,"Men",1982,127.946645263085,125.251451832043,130.785294663718,77.1654543781644,75.4068424988244,78.9617790058328,0.28383160404335,0.222863736504326,0.348279607561645
"Sub-Saharan Africa",NA,"Men",1983,128.041074402666,125.484568948981,130.738652692332,77.270429119059,75.5908789439373,78.9459222606007,0.285101633378273,0.22721392752013,0.346424416289035
"Sub-Saharan Africa",NA,"Men",1984,128.129018138474,125.659182880675,130.680340019666,77.3732868401106,75.7859717598758,78.9511715722901,0.286298232912679,0.231055989911647,0.345454686052119
"Sub-Saharan Africa",NA,"Men",1985,128.210551020918,125.862369333609,130.625763059418,77.4725957794848,75.9462526624011,78.9685904531806,0.287380939420314,0.233749064262553,0.343474082925172
"Sub-Saharan Africa",NA,"Men",1986,128.287128954961,126.051973842193,130.536432581195,77.568948693879,76.1139119034341,78.969119024399,0.288352349169256,0.236419749871876,0.341025069610317
"Sub-Saharan Africa",NA,"Men",1987,128.35872737499,126.232854771025,130.49377781237,77.6634562014623,76.2714823726395,78.9909855532354,0.289226059301371,0.23937171721146,0.339678345322685
"Sub-Saharan Africa",NA,"Men",1988,128.427140495577,126.406768695308,130.45156474436,77.7550770859249,76.4270173405903,79.0559442260283,0.290013647328556,0.242650241187145,0.339455697683881
"Sub-Saharan Africa",NA,"Men",1989,128.492272588804,126.53712610949,130.435838456597,77.8430846992717,76.5615217242611,79.1142266814541,0.290707262994696,0.244759567512959,0.338148147978842
"Sub-Saharan Africa",NA,"Men",1990,128.553413544685,126.654236274942,130.445786284979,77.9256840817109,76.6874241482874,79.1726579836275,0.291315999671277,0.247528721994091,0.337126853510385
"Sub-Saharan Africa",NA,"Men",1991,128.609441741705,126.747915826645,130.42928232899,77.9996343101756,76.7661339567375,79.1963266100076,0.291743838270239,0.249550285037024,0.335600000247518
"Sub-Saharan Africa",NA,"Men",1992,128.662498434749,126.853887971851,130.421920331962,78.0653755972149,76.8560173233091,79.2406435326459,0.292005908117133,0.250975049216313,0.334767587209861
"Sub-Saharan Africa",NA,"Men",1993,128.710666053398,126.952846759654,130.411081692125,78.1232637882746,76.9358612014522,79.27622889825,0.292093891676101,0.2526230516428,0.333633268934264
"Sub-Saharan Africa",NA,"Men",1994,128.752098974101,127.013025135967,130.39891633888,78.1721472671415,77.012562828888,79.291202068867,0.291963648725519,0.253821350689517,0.332214121317266
"Sub-Saharan Africa",NA,"Men",1995,128.789302298363,127.08713522382,130.386841047325,78.2133946703969,77.0852517287508,79.327095008038,0.291657234008596,0.254784459874194,0.331227461463911
"Sub-Saharan Africa",NA,"Men",1996,128.82226126356,127.163133844666,130.386028991397,78.2481410025548,77.1407245845249,79.3375492712592,0.291172025767876,0.255467480718887,0.329123738334813
"Sub-Saharan Africa",NA,"Men",1997,128.853523043351,127.207762986274,130.391013166483,78.2780988374894,77.1852577291827,79.3524045962767,0.290534930492204,0.256037855792025,0.327335013061457
"Sub-Saharan Africa",NA,"Men",1998,128.884597310592,127.282098211349,130.41010132559,78.3057094761404,77.2532333033734,79.3507601406352,0.289780071008672,0.256007130794174,0.326289109169149
"Sub-Saharan Africa",NA,"Men",1999,128.919102804197,127.355505884675,130.412370381616,78.3325598332837,77.3032158902773,79.35357822285,0.28893062322868,0.255944741146497,0.324634059435701
"Sub-Saharan Africa",NA,"Men",2000,128.955976224175,127.440705152255,130.40612338628,78.3591612851851,77.3574160310323,79.3512668125943,0.28803821197904,0.255130627443833,0.323156465483565
"Sub-Saharan Africa",NA,"Men",2001,128.994969558677,127.53426875302,130.428593962765,78.3858855815275,77.4250758590414,79.36574171299,0.28712923368881,0.255192368449858,0.321494718375162
"Sub-Saharan Africa",NA,"Men",2002,129.034782164219,127.622190279959,130.402545369086,78.4134150704013,77.4746541986891,79.3640005688326,0.286196481931961,0.254893598534476,0.319663996497011
"Sub-Saharan Africa",NA,"Men",2003,129.075676735528,127.708733062332,130.422226863737,78.4420309769199,77.5370052718131,79.3600500787539,0.285275466789201,0.254331282204065,0.317935889725785
"Sub-Saharan Africa",NA,"Men",2004,129.114549755854,127.79527077591,130.416563941849,78.4715086690642,77.5972618190037,79.3503634383966,0.28436661808688,0.253803033868683,0.316218823465479
"Sub-Saharan Africa",NA,"Men",2005,129.147442383018,127.852907766859,130.443844818198,78.5010355769771,77.6520156633381,79.3464716704556,0.283400835607231,0.252979430070208,0.314583109204216
"Sub-Saharan Africa",NA,"Men",2006,129.172756154346,127.889444948704,130.427793001861,78.5292163068076,77.6897141961309,79.3680036503633,0.282398132852688,0.251842923232333,0.313467323903077
"Sub-Saharan Africa",NA,"Men",2007,129.188766046575,127.893987556664,130.445254028415,78.5558367543192,77.7126407578493,79.3986938216766,0.281354796761952,0.250289012522018,0.312686897645018
"Sub-Saharan Africa",NA,"Men",2008,129.19109034699,127.882087888857,130.452480438378,78.5787924589439,77.7197560846366,79.4325945400055,0.280272280268967,0.248867134255073,0.312307525804751
"Sub-Saharan Africa",NA,"Men",2009,129.178400167009,127.849279098073,130.486592671761,78.5971852235906,77.7289850572622,79.4907866275086,0.279121231100528,0.246923112885284,0.312011545525123
"Sub-Saharan Africa",NA,"Men",2010,129.153712836131,127.790947108989,130.54842464906,78.612113352668,77.6956290545534,79.5311677520223,0.277927572385287,0.24456756591211,0.312561216528555
"Sub-Saharan Africa",NA,"Men",2011,129.120627375386,127.657155529347,130.605184387661,78.625240185385,77.6377316325788,79.6151888496871,0.276717901797236,0.241661240455928,0.313189947658164
"Sub-Saharan Africa",NA,"Men",2012,129.082558307951,127.4920594038,130.695842604984,78.6357756202831,77.577990513105,79.7380453822301,0.275484914225314,0.23812575322904,0.314139147940671
"Sub-Saharan Africa",NA,"Men",2013,129.040500406868,127.259673337623,130.809165071939,78.6436533420157,77.4748050389976,79.8576345111301,0.274226742609987,0.234242303741716,0.315489775063885
"Sub-Saharan Africa",NA,"Men",2014,128.994945299585,127.004163475161,130.959660491956,78.648367328441,77.3614203831868,79.9828637995051,0.272958286761807,0.230482586846711,0.317005312553636
"Sub-Saharan Africa",NA,"Men",2015,128.946972180873,126.751337154754,131.101117492306,78.6507625530629,77.2300261132233,80.1152416718286,0.271685666243468,0.227020181950609,0.318286742826966
"Central and Eastern Europe",NA,"Women",1975,131.520349466036,126.568101310598,136.333349270037,83.4728751078868,80.225012578505,86.8221599756775,0.386323111656738,0.298765243400442,0.479802613976672
"Central and Eastern Europe",NA,"Women",1976,131.528664277654,127.062641577497,135.964042474661,83.4342040820453,80.445656090681,86.54526219258,0.385144923681204,0.30343400693955,0.471651794838411
"Central and Eastern Europe",NA,"Women",1977,131.524699504778,127.472907479713,135.61016114379,83.3899090649159,80.6928223871278,86.2146422699163,0.383783917752566,0.306792027605124,0.464534295708483
"Central and Eastern Europe",NA,"Women",1978,131.511329195712,127.842895515179,135.230774943948,83.3395038019501,80.8612089859826,85.9272227346146,0.382203030575437,0.310147769360562,0.457123568334093
"Central and Eastern Europe",NA,"Women",1979,131.490650677108,128.089731573338,134.874800882769,83.2824791549245,81.0570192527708,85.6203727900164,0.38041827172887,0.313434069107629,0.450698135580552
"Central and Eastern Europe",NA,"Women",1980,131.461534926947,128.376258773357,134.48754638351,83.2190254937784,81.1843814851316,85.3228213191675,0.378455197558943,0.316670252670074,0.444965881806818
"Central and Eastern Europe",NA,"Women",1981,131.417505140965,128.646899975352,134.189196843632,83.1473470319364,81.2968239072882,85.07186830616,0.376237936524817,0.31838963075812,0.438431766612639
"Central and Eastern Europe",NA,"Women",1982,131.356643587889,128.804410450456,133.890882441383,83.064592561486,81.3618594026432,84.8360789625999,0.373743470128701,0.319346474699205,0.432426318744915
"Central and Eastern Europe",NA,"Women",1983,131.280372219367,128.926024036682,133.592198999312,82.9704670254561,81.4028620323183,84.5836869415412,0.370966146952439,0.320221164385142,0.425237864524651
"Central and Eastern Europe",NA,"Women",1984,131.183671855971,129.04848967903,133.32473475571,82.863093568462,81.4239974463853,84.3459545426552,0.367888636023385,0.320245350666959,0.418036318819573
"Central and Eastern Europe",NA,"Women",1985,131.06704062806,129.086207187018,133.085249051951,82.7424949512364,81.4065500909257,84.1151070109963,0.364628072668673,0.319084991163503,0.412050654747219
"Central and Eastern Europe",NA,"Women",1986,130.927807814852,129.084263787696,132.809993421073,82.6090920013489,81.3701584739501,83.89500991513,0.361123585943442,0.317944733873007,0.406461987323139
"Central and Eastern Europe",NA,"Women",1987,130.772756211867,129.025341377546,132.544936673518,82.4681526662372,81.2936601345904,83.7077530831165,0.357420258236717,0.316163472481261,0.400826280955247
"Central and Eastern Europe",NA,"Women",1988,130.600218658105,128.960094665718,132.314998309894,82.3167612119994,81.1932035119355,83.4869992148062,0.35350340554028,0.313766154761579,0.394634555354025
"Central and Eastern Europe",NA,"Women",1989,130.410957043474,128.852631995243,132.085319545947,82.1539714033755,81.0687887724154,83.2692119660057,0.349400732567328,0.311756932958591,0.389520997356365
"Central and Eastern Europe",NA,"Women",1990,130.204105870151,128.671954991047,131.815406998696,81.9825604271018,80.9266066501455,83.0653728052342,0.345150880935883,0.308423771409284,0.383781865331319
"Central and Eastern Europe",NA,"Women",1991,129.977836987046,128.47476747366,131.550212269742,81.8021176908102,80.7674505294009,82.8598941802441,0.340646907829526,0.305239377915862,0.378217038893106
"Central and Eastern Europe",NA,"Women",1992,129.733876081846,128.235340997608,131.279370885565,81.6186084816498,80.6097886247639,82.6675225469516,0.335949781259127,0.301531454853054,0.372512219367077
"Central and Eastern Europe",NA,"Women",1993,129.471989019378,127.983046411477,131.022040243962,81.4361008737817,80.4344870777351,82.4781419364107,0.331064159658934,0.297224872151493,0.367272931538094
"Central and Eastern Europe",NA,"Women",1994,129.20684923533,127.70159981294,130.767019548496,81.2604337466709,80.2721534439918,82.3104970480871,0.32604555275173,0.293094878993343,0.362011478859251
"Central and Eastern Europe",NA,"Women",1995,128.940295042466,127.405755176552,130.524353498043,81.0893292042769,80.0858861510181,82.125760679331,0.32089646473257,0.288484279454099,0.356398145658606
"Central and Eastern Europe",NA,"Women",1996,128.672801151493,127.135920047032,130.269929071452,80.9232437581198,79.8871183504353,81.985564251021,0.315587099865292,0.283192553976939,0.350185603274279
"Central and Eastern Europe",NA,"Women",1997,128.407986939818,126.833090506557,130.043021726854,80.7630626621084,79.6955563517402,81.8393965405049,0.310167774737823,0.277835463240663,0.344032383592839
"Central and Eastern Europe",NA,"Women",1998,128.149286056915,126.54994316969,129.816998070917,80.6097771387733,79.5084088757865,81.7057008563327,0.304660908886265,0.272262321579109,0.337991114346411
"Central and Eastern Europe",NA,"Women",1999,127.897264569497,126.257597703765,129.602822252788,80.4663207182068,79.34349275989,81.5655911015924,0.299186967767283,0.26634717091526,0.331991116704924
"Central and Eastern Europe",NA,"Women",2000,127.652822641185,126.002020552944,129.373244914128,80.3333614107318,79.1871327523824,81.4346613079061,0.293782050751501,0.260898898731586,0.326135357695747
"Central and Eastern Europe",NA,"Women",2001,127.416188821886,125.746985693413,129.13172730399,80.2102800891027,79.0560881064182,81.3283614734011,0.288441938360645,0.255994485284685,0.321009331223698
"Central and Eastern Europe",NA,"Women",2002,127.188267631726,125.500699514093,128.890365158051,80.098600315563,78.9483609487557,81.2164791069026,0.283233237583962,0.251254545405451,0.315665757568645
"Central and Eastern Europe",NA,"Women",2003,126.965654466951,125.24640047729,128.683719781856,79.9972105529196,78.8724850543711,81.1167321529124,0.278130383772673,0.245752825757597,0.311064634957763
"Central and Eastern Europe",NA,"Women",2004,126.745898573471,125.040464727232,128.449435347238,79.9048026856931,78.7748337942172,81.0194993455881,0.273195682347582,0.240639484972167,0.306680754879875
"Central and Eastern Europe",NA,"Women",2005,126.526018700629,124.831323402399,128.239758894165,79.8182633663204,78.6843425931849,80.9464902120625,0.268449226362017,0.23543154905502,0.303075795854479
"Central and Eastern Europe",NA,"Women",2006,126.304096299976,124.542528808714,128.023116337015,79.7359392770876,78.5926611549477,80.8671164750387,0.263866445197231,0.230305173929384,0.298920460965626
"Central and Eastern Europe",NA,"Women",2007,126.080581085067,124.29815868615,127.860499838078,79.6568451019555,78.5071963364365,80.8248362759431,0.259467450295051,0.225417306508224,0.295231433925072
"Central and Eastern Europe",NA,"Women",2008,125.855332866319,124.00515766931,127.667835328805,79.5800632009591,78.3821104518927,80.7828028733111,0.255195886293623,0.220127063119654,0.292149806279712
"Central and Eastern Europe",NA,"Women",2009,125.628551822659,123.709922139042,127.482157856784,79.504310981202,78.2570320682716,80.765014467592,0.251049794274239,0.214410574228791,0.289111042809104
"Central and Eastern Europe",NA,"Women",2010,125.402891202895,123.382791405083,127.37929747807,79.427954896393,78.120999949156,80.7596956759974,0.247042188228181,0.208620118167876,0.286396806791988
"Central and Eastern Europe",NA,"Women",2011,125.176744931411,123.020862498719,127.280359080074,79.3499294045176,77.9489151098646,80.7756501309487,0.243149234967583,0.203021050798653,0.284942372735838
"Central and Eastern Europe",NA,"Women",2012,124.947259263353,122.608795849736,127.227547004062,79.2689764228151,77.7844738435751,80.8194789282142,0.239387443577469,0.196911596470277,0.283241466693798
"Central and Eastern Europe",NA,"Women",2013,124.714887240366,122.185435982419,127.200413234035,79.1846788758297,77.5617761659549,80.8739116949794,0.235728501132926,0.19115582394828,0.282747304068035
"Central and Eastern Europe",NA,"Women",2014,124.481647298168,121.722140062969,127.194030625211,79.0983967510978,77.3267343398222,80.9401996844682,0.232163427058194,0.184869580690006,0.282277217060397
"Central and Eastern Europe",NA,"Women",2015,124.24715538141,121.222737916692,127.198311962174,79.010520115484,77.0537033742841,81.045091023867,0.228704187070156,0.178799154047768,0.282375559407103
"Central Asia and North Africa-Middle East",NA,"Women",1975,127.181233912988,121.370297936502,133.261647656762,77.5707198862366,73.0378998449388,81.9259155498828,0.311209684696062,0.221177106194937,0.410673552350708
"Central Asia and North Africa-Middle East",NA,"Women",1976,127.222881378079,121.870230157329,132.866043313593,77.6254334393859,73.3706093980083,81.6613406794173,0.311157674685975,0.225672367436331,0.406147901273208
"Central Asia and North Africa-Middle East",NA,"Women",1977,127.254417415445,122.249483777803,132.621229692274,77.6739099549805,73.6884927305429,81.4383950781449,0.310956796336666,0.229112088906689,0.401446293303016
"Central Asia and North Africa-Middle East",NA,"Women",1978,127.276692814319,122.625879759667,132.215401120349,77.7171250601212,73.9771148768623,81.1802630566214,0.310634811014925,0.232365565859863,0.395953773294418
"Central Asia and North Africa-Middle East",NA,"Women",1979,127.292283798302,122.921018174588,131.910906219463,77.7549640959655,74.2353830517497,80.9347592908186,0.3102130206862,0.236177683131229,0.390900229561772
"Central Asia and North Africa-Middle East",NA,"Women",1980,127.301474806909,123.176086956849,131.625677061488,77.7878013028739,74.4950057606227,80.7484607562206,0.309675066502964,0.239044424446392,0.385906264789006
"Central Asia and North Africa-Middle East",NA,"Women",1981,127.306838762553,123.458634325412,131.294735524145,77.8198438590286,74.7519712686978,80.5712508937134,0.30908948042841,0.242133243785943,0.381220958378633
"Central Asia and North Africa-Middle East",NA,"Women",1982,127.309319642938,123.679620279466,131.000550125999,77.8502797959119,75.0603487664375,80.4171633125288,0.308421073150575,0.244665923219745,0.376527845229514
"Central Asia and North Africa-Middle East",NA,"Women",1983,127.307940908527,123.93081081297,130.758379512614,77.8809598017511,75.3003118338436,80.2654397468119,0.307720519943175,0.247229965740509,0.371907295697924
"Central Asia and North Africa-Middle East",NA,"Women",1984,127.301597290177,124.179537706301,130.509719496487,77.9127638469178,75.4933603086755,80.1497303872862,0.306971350504289,0.249552407883076,0.368822347403611
"Central Asia and North Africa-Middle East",NA,"Women",1985,127.28954217117,124.339103526118,130.297085511524,77.9467195862574,75.7273077371513,80.0073264971166,0.306166416951594,0.252277392906641,0.364932048495932
"Central Asia and North Africa-Middle East",NA,"Women",1986,127.267119514647,124.498101554855,130.049667480712,77.98135635248,75.9775099358167,79.9076010288894,0.305222203196897,0.253353230674601,0.360889889659925
"Central Asia and North Africa-Middle East",NA,"Women",1987,127.236296655692,124.653329761419,129.819508290691,78.0158418499778,76.1787061677992,79.7904606087288,0.304168777347754,0.254515415767716,0.35748565384254
"Central Asia and North Africa-Middle East",NA,"Women",1988,127.195399258136,124.756031808567,129.610802600424,78.0471128723793,76.3212002719276,79.6990001376515,0.302983202333783,0.255118946953068,0.353555665789505
"Central Asia and North Africa-Middle East",NA,"Women",1989,127.141605251317,124.883751817819,129.375020173969,78.0756732547375,76.4529982093909,79.628649623536,0.301688075296945,0.256237295722332,0.349949990997611
"Central Asia and North Africa-Middle East",NA,"Women",1990,127.074654247841,124.941358302473,129.17993750881,78.1002954044311,76.5754355906972,79.5538651384481,0.300253614787671,0.256703010929455,0.345908390266527
"Central Asia and North Africa-Middle East",NA,"Women",1991,126.991428849224,124.964328441318,128.992132161846,78.1207902597159,76.7322511012427,79.4956218475683,0.298670977336778,0.257520522128177,0.342070677209201
"Central Asia and North Africa-Middle East",NA,"Women",1992,126.894893615994,124.989731810275,128.779383198877,78.1380867021333,76.8281018161497,79.4392917146504,0.296913511967949,0.257453021989551,0.337954426525804
"Central Asia and North Africa-Middle East",NA,"Women",1993,126.787361036391,124.982200303582,128.56510800911,78.1539623986957,76.9242093193553,79.3691350451282,0.295009220914925,0.256735324748135,0.334618154471214
"Central Asia and North Africa-Middle East",NA,"Women",1994,126.67182619237,124.970344233093,128.406311096089,78.1705605248779,77.0306560398572,79.329536312639,0.292984642277122,0.256296132258229,0.330970681309037
"Central Asia and North Africa-Middle East",NA,"Women",1995,126.547637074277,124.936610635511,128.213072188818,78.18586634169,77.1095291135559,79.2916931836739,0.290849472833726,0.255916566564299,0.327370861279141
"Central Asia and North Africa-Middle East",NA,"Women",1996,126.413028697899,124.88000490776,127.98190648556,78.1995715172094,77.1705972186148,79.2411925701719,0.288562864381462,0.255160074519711,0.323204971768941
"Central Asia and North Africa-Middle East",NA,"Women",1997,126.272307405325,124.801880750117,127.768646227144,78.2087758058043,77.2244746885529,79.208305057917,0.286186945654114,0.254561511051207,0.319640998276939
"Central Asia and North Africa-Middle East",NA,"Women",1998,126.125985154695,124.707570803762,127.563505313884,78.2135655981994,77.2645199766105,79.1552152316528,0.283694535531007,0.253239086256528,0.316088243072002
"Central Asia and North Africa-Middle East",NA,"Women",1999,125.974154411868,124.614849409987,127.362735393057,78.2119445312406,77.2977669708555,79.1211342152116,0.281113288773578,0.252218417986708,0.312188636451679
"Central Asia and North Africa-Middle East",NA,"Women",2000,125.815333569919,124.535779071487,127.147788621679,78.2002530911691,77.3380180588624,79.0846604153382,0.278413172259968,0.250532220239071,0.307708484101361
"Central Asia and North Africa-Middle East",NA,"Women",2001,125.650108669199,124.413449519278,126.952558170454,78.177726562689,77.3448851036714,79.0153030013952,0.275594974462145,0.248787314492906,0.303539839431383
"Central Asia and North Africa-Middle East",NA,"Women",2002,125.480327384306,124.278732347841,126.754639256824,78.1440933703581,77.3522984966169,78.9344840356317,0.272639327264937,0.246404820115262,0.29961956689845
"Central Asia and North Africa-Middle East",NA,"Women",2003,125.305886935879,124.156761907255,126.529771805959,78.0991075920945,77.3310007665578,78.8858575540417,0.269552120811408,0.244326856080628,0.295849645981922
"Central Asia and North Africa-Middle East",NA,"Women",2004,125.123112219409,123.98417699571,126.295055180137,78.0447014240811,77.2883186421191,78.8115340965903,0.266350896097081,0.241292608403855,0.291800471335153
"Central Asia and North Africa-Middle East",NA,"Women",2005,124.929823560667,123.817246155892,126.065765491284,77.9812641316222,77.230591649333,78.7516618879451,0.263010351159907,0.238239486168808,0.287820261305622
"Central Asia and North Africa-Middle East",NA,"Women",2006,124.727535392418,123.617947200962,125.844335866278,77.9138818164726,77.1690823307488,78.6825768534737,0.25954075082271,0.235164116133577,0.284282603504405
"Central Asia and North Africa-Middle East",NA,"Women",2007,124.523383891099,123.402389381319,125.644389825914,77.8480444440284,77.1175733971645,78.620700347053,0.256004520593557,0.231665840773848,0.28096868322157
"Central Asia and North Africa-Middle East",NA,"Women",2008,124.32121131877,123.140563991493,125.455494558872,77.7828893990368,77.0262899190389,78.5646972534974,0.252405436437234,0.227547420782463,0.2773662835793
"Central Asia and North Africa-Middle East",NA,"Women",2009,124.119115630041,122.881067681905,125.305691668662,77.7205649946699,76.9444263136531,78.5259460095355,0.248771803918517,0.223137102826445,0.27473533536788
"Central Asia and North Africa-Middle East",NA,"Women",2010,123.913824826396,122.585121230126,125.168696524723,77.6596849930445,76.8338151037176,78.5126130304204,0.245151298994834,0.217986326096761,0.272768527607743
"Central Asia and North Africa-Middle East",NA,"Women",2011,123.704576124135,122.318859726577,125.071164631344,77.6007657060362,76.6964449888484,78.5228928710183,0.241548030689582,0.212709334106234,0.271369291960254
"Central Asia and North Africa-Middle East",NA,"Women",2012,123.492940312449,121.964245829216,124.985490766064,77.5441022914644,76.5249282390655,78.5560037332668,0.237989016860696,0.206788722637204,0.269694339663302
"Central Asia and North Africa-Middle East",NA,"Women",2013,123.279730336155,121.606775126142,124.949039915434,77.488317936425,76.3262718702132,78.6161754493863,0.234470063304199,0.200794316996046,0.268721723508864
"Central Asia and North Africa-Middle East",NA,"Women",2014,123.063797580806,121.168706308224,124.928612021866,77.4299135361174,76.1241426052929,78.7008220043795,0.230971837990336,0.194527846964634,0.268005794653726
"Central Asia and North Africa-Middle East",NA,"Women",2015,122.845999189894,120.723375921529,124.937415189322,77.3712030220511,75.9041838043149,78.8288992592896,0.227532172424168,0.188683005721506,0.268346762322359
"East and South East Asia",NA,"Women",1975,118.604238736102,113.991166142213,123.442523333349,75.2577607141185,72.0291872951021,78.6815818726667,0.184550032106902,0.122899634109442,0.258849353625793
"East and South East Asia",NA,"Women",1976,118.665966707015,114.438891313602,123.032070025357,75.2386479719477,72.2691568827447,78.3439235770592,0.184697475111594,0.126497269702676,0.253283756188069
"East and South East Asia",NA,"Women",1977,118.732366508269,114.891356384878,122.700135602915,75.2244627055191,72.5456237247065,78.0542492995402,0.184969847690287,0.130111570984629,0.247616307312505
