"Country/Region/World","ISO","Sex","Year","Mean total cholesterol (mmol/L)","Mean total cholesterol lower 95% uncertainty interval (mmol/L)","Mean total cholesterol upper 95% uncertainty interval (mmol/L)","Mean non-HDL cholesterol (mmol/L)","Mean non-HDL cholesterol lower 95% uncertainty interval (mmol/L)","Mean non-HDL cholesterol upper 95% uncertainty interval (mmol/L)","Mean HDL cholesterol (mmol/L)","Mean HDL cholesterol lower 95% uncertainty interval (mmol/L)","Mean HDL cholesterol upper 95% uncertainty interval (mmol/L)"
"South Asia",NA,"Men",2000,4.38139140313635,4.2507161617008,4.51068585005953,3.33818095550086,3.22183831577026,3.45237244365611,1.02609893687753,0.962277914599355,1.08670439608593
"South Asia",NA,"Men",2001,4.37509306862564,4.25069887161956,4.49757268516681,3.33863864691417,3.22733507331021,3.44722201531944,1.02337338067677,0.963888040546211,1.07983397236101
"South Asia",NA,"Men",2002,4.36768070165897,4.25096055272822,4.48668837913261,3.33749840873644,3.22940993697975,3.44153530804874,1.0204834863978,0.963833968075006,1.07413857746088
"South Asia",NA,"Men",2003,4.35939023432126,4.24485226146418,4.47267920128484,3.33511398508258,3.23150457761107,3.43584780478042,1.01743236710637,0.964871992164398,1.06915428085403
"South Asia",NA,"Men",2004,4.35082257361555,4.23964399832336,4.46242823511214,3.33232356313125,3.2321491173433,3.43071847447413,1.01436202498387,0.964016015811513,1.06466033176524
"South Asia",NA,"Men",2005,4.34238797885305,4.23217043844203,4.45222390109046,3.32973843052398,3.23141851826407,3.42530824021728,1.01131708722389,0.961044515326005,1.06057653761077
"South Asia",NA,"Men",2006,4.33356333173969,4.220338809939,4.44332417464467,3.3266835820815,3.22867492461221,3.42133253433376,1.00819720705225,0.95745582813231,1.05746983539807
"South Asia",NA,"Men",2007,4.32392809344064,4.2091989288205,4.43551463239524,3.3225387924736,3.22473169768773,3.41761730102565,1.00492809096487,0.953911652349952,1.05425173159695
"South Asia",NA,"Men",2008,4.31327686547604,4.19591065991812,4.42982590412982,3.31703855327673,3.21813720680624,3.41397744863431,1.00161585499292,0.949757043973979,1.05203505201526
"South Asia",NA,"Men",2009,4.30155698778236,4.17787679461242,4.42229902204279,3.31009692343978,3.2105326031401,3.40830471026729,0.998145621428078,0.945722197673127,1.0501054453635
"South Asia",NA,"Men",2010,4.28898037119973,4.16130614558118,4.41596666160903,3.30199296340351,3.20052343086109,3.40217182276324,0.994571087366938,0.941252035368703,1.04815496282375
"South Asia",NA,"Men",2011,4.27573766261927,4.13959474642336,4.40959939682858,3.29287623850944,3.18901189346088,3.39663977876908,0.991071498562801,0.935004669158178,1.04681813031521
"South Asia",NA,"Men",2012,4.26165863698278,4.11930886911854,4.401671535656,3.28259453303511,3.17362313266835,3.38875841665511,0.987631085286208,0.928204064761459,1.04656069445345
"South Asia",NA,"Men",2013,4.24701882761079,4.09832592531812,4.39631979701677,3.27149622465983,3.15595403083741,3.38122391925262,0.98436779239069,0.922563511267325,1.04598347782276
"South Asia",NA,"Men",2014,4.2318823881394,4.07020569464805,4.39165794494948,3.25957646301318,3.1367068059777,3.37714979916376,0.981334299428049,0.91523300184745,1.04705790352733
"South Asia",NA,"Men",2015,4.2163657998381,4.04136223180789,4.38926388233602,3.24699657157878,3.11528576627116,3.37217377194612,0.978494051224508,0.907534263687156,1.04814239512986
"South Asia",NA,"Men",2016,4.20073436689052,4.01045034556378,4.39251928645627,3.23408757726737,3.09328386968389,3.36851568808545,0.975882682987344,0.898576429536153,1.05211858217051
"South Asia",NA,"Men",2017,4.18501881150308,3.98087753173139,4.39450404220796,3.22091280970599,3.07115156340904,3.36597778037803,0.973552633840221,0.890046289013274,1.05691436509761
"South Asia",NA,"Men",2018,4.16922431272964,3.94253517885719,4.3983475183886,3.20743064906533,3.04661017835483,3.36153393786932,0.971407499650716,0.881838264294807,1.06366614761045
"Sub-Saharan Africa",NA,"Men",1980,3.81735718993538,3.41533214834064,4.23262451417108,2.37363593580927,1.99097324835932,2.74711533982383,1.10951532970519,0.861686574123276,1.32746195310199
"Sub-Saharan Africa",NA,"Men",1981,3.81614958302471,3.44146187756125,4.20591966850329,2.38307628550562,2.01434035765724,2.74228360291196,1.10394603742502,0.867999342038291,1.31221401273487
"Sub-Saharan Africa",NA,"Men",1982,3.81501315323016,3.46162974994325,4.18174150662106,2.39247791629703,2.03643908505242,2.73559687805117,1.09858213619624,0.872058839171162,1.29527941721725
"Sub-Saharan Africa",NA,"Men",1983,3.81389988509083,3.48594143224523,4.15483411479712,2.40178133417541,2.06028822211759,2.73146497619826,1.09329626085056,0.879362636170874,1.27839005843679
"Sub-Saharan Africa",NA,"Men",1984,3.81273831300308,3.50738006501145,4.13063920697401,2.41090913144326,2.08230471256651,2.72974016665683,1.08804338659444,0.883234467308971,1.26262312688463
"Sub-Saharan Africa",NA,"Men",1985,3.81151615845192,3.52678298775617,4.10468046459795,2.41986979303503,2.10506517036839,2.72607529244059,1.0828044004349,0.885705081544117,1.24939073363073
"Sub-Saharan Africa",NA,"Men",1986,3.81015741393424,3.54380556303215,4.08820449597576,2.42849161230499,2.12638959477633,2.71755125082908,1.07767845792657,0.888150912001136,1.23781579785
"Sub-Saharan Africa",NA,"Men",1987,3.8086925832797,3.5615910801153,4.06384361493408,2.43684070000725,2.14377243754117,2.71439213156934,1.07268021885721,0.889616287818583,1.22804105186334
"Sub-Saharan Africa",NA,"Men",1988,3.80728496195961,3.57772845205968,4.04374310299108,2.44508826870334,2.16321653996049,2.71538866497462,1.0678409659332,0.889408930818608,1.21775523073561
"Sub-Saharan Africa",NA,"Men",1989,3.80617145658544,3.59154045474724,4.0269806314265,2.45351278825921,2.18125025154444,2.71366259978043,1.06326050248834,0.892057173534508,1.20829176095873
"Sub-Saharan Africa",NA,"Men",1990,3.80551009618421,3.60502803598849,4.01371958475554,2.46228679861366,2.19997086690907,2.71188614330008,1.05897496151181,0.894177341441327,1.20204085901514
"Sub-Saharan Africa",NA,"Men",1991,3.80530711306032,3.61529065080671,4.00418446627155,2.47141396601852,2.21624877394436,2.71119721827595,1.0550748711918,0.896472820405693,1.19421458671384
"Sub-Saharan Africa",NA,"Men",1992,3.80561870075098,3.62429191031632,3.99595344309564,2.48096503033949,2.23567366284156,2.7122427363189,1.05161590675542,0.900082229909783,1.18698351252998
"Sub-Saharan Africa",NA,"Men",1993,3.80604216382091,3.62936657298553,3.99006874779071,2.49040688714986,2.25516542439987,2.71264384024619,1.04853176380157,0.903949249404367,1.17939964521251
"Sub-Saharan Africa",NA,"Men",1994,3.80641119674255,3.63521245687767,3.98415458092037,2.49957351095416,2.27249465069271,2.71369818643565,1.04585101515352,0.904252982429455,1.17345758881262
"Sub-Saharan Africa",NA,"Men",1995,3.80665984100428,3.63958527696862,3.97720849186867,2.50830569324968,2.29054728006252,2.71654871495327,1.04353393197326,0.906035701015783,1.17216222367059
"Sub-Saharan Africa",NA,"Men",1996,3.80686501053331,3.64423921001119,3.97335692230352,2.51668826180226,2.30573351130766,2.71848425859395,1.04156331039213,0.908082290907342,1.16739588864917
"Sub-Saharan Africa",NA,"Men",1997,3.80712745665821,3.64668370439668,3.97128672375793,2.52489002215714,2.3209109893607,2.71975787918573,1.03990801920564,0.911591103024733,1.16254567687206
"Sub-Saharan Africa",NA,"Men",1998,3.80763669209963,3.65284076510859,3.96706276850202,2.53321196443352,2.33725657544993,2.72029503480275,1.03854976877116,0.91435118650651,1.1577447476715
"Sub-Saharan Africa",NA,"Men",1999,3.80839763547724,3.65580559597784,3.96313242089588,2.54164050256538,2.35428304959425,2.72107616648117,1.03745007900696,0.91793188084567,1.15477866040564
"Sub-Saharan Africa",NA,"Men",2000,3.80959032283098,3.65957259930886,3.96068897155115,2.55041729913564,2.37014352653389,2.72192551785888,1.03655293897313,0.920475887197872,1.15056374951758
"Sub-Saharan Africa",NA,"Men",2001,3.81136528578404,3.66388361560117,3.95971800967153,2.5597180027599,2.38658031263059,2.72362844264695,1.0357947367052,0.92260557641612,1.1474154880839
"Sub-Saharan Africa",NA,"Men",2002,3.81355740585357,3.67027984414754,3.95847845912632,2.56933622982096,2.40407261610247,2.72584100166996,1.03510493109642,0.925369239714386,1.14284404168286
"Sub-Saharan Africa",NA,"Men",2003,3.81614962314429,3.67468402631492,3.95969479636079,2.57935724702016,2.42066424789031,2.73121876058431,1.03434837846847,0.928471586943425,1.13843706897911
"Sub-Saharan Africa",NA,"Men",2004,3.8192713217634,3.67830129248487,3.95893763345503,2.58990664052203,2.43785913073807,2.73453078697404,1.03349345594734,0.932848032394713,1.13444204759959
"Sub-Saharan Africa",NA,"Men",2005,3.8227801651649,3.68578665044624,3.96029261856317,2.60083078629286,2.45596327454135,2.73993546524433,1.03249346457503,0.935935229119006,1.13093852727147
"Sub-Saharan Africa",NA,"Men",2006,3.82674295918003,3.6915684077261,3.96164444408054,2.61221282089599,2.47446277158261,2.74629469794984,1.03137757052705,0.937502726119233,1.12579161355542
"Sub-Saharan Africa",NA,"Men",2007,3.83113941618361,3.69734332423223,3.96429542908665,2.62405364893786,2.4914301956219,2.75189502128353,1.03030341754733,0.940193491603926,1.12238253394444
"Sub-Saharan Africa",NA,"Men",2008,3.83590074229255,3.70295271084355,3.967202684119,2.63620096027208,2.50860445936796,2.75810901293367,1.02937732131961,0.94280778900938,1.11750012598538
"Sub-Saharan Africa",NA,"Men",2009,3.84091648505796,3.70907368631626,3.969819704481,2.64849454789617,2.52556894182048,2.76746519124764,1.02857807989405,0.946017091807513,1.11350746550082
"Sub-Saharan Africa",NA,"Men",2010,3.84617824393509,3.71290654766915,3.97679334140457,2.66092047100817,2.54134896923879,2.77757881584378,1.0279260214446,0.948437974428238,1.10959848282281
"Sub-Saharan Africa",NA,"Men",2011,3.85147387205193,3.71587155731331,3.98550881346572,2.67318851617284,2.55515686746307,2.78802069270356,1.02744261968881,0.950081863247246,1.10712142521289
"Sub-Saharan Africa",NA,"Men",2012,3.85659671936535,3.7175243180074,3.99705250361203,2.68506614688581,2.56905078051926,2.79980182392808,1.02703931823585,0.950502410117998,1.10497900378109
"Sub-Saharan Africa",NA,"Men",2013,3.86147416816773,3.71705227140866,4.00848519560576,2.69649463871702,2.57953599203702,2.81218909004165,1.02671259539612,0.949535084631851,1.10395767359066
"Sub-Saharan Africa",NA,"Men",2014,3.86606346400551,3.71405068086913,4.02638389558244,2.70744490282795,2.58852803382918,2.82603220800745,1.02639899034215,0.949336620591574,1.10481208764012
"Sub-Saharan Africa",NA,"Men",2015,3.87042431757161,3.70860196713665,4.04156190153831,2.71803613302695,2.59706886208637,2.84226552839424,1.02608726202593,0.945743349128182,1.1076125566551
"Sub-Saharan Africa",NA,"Men",2016,3.87462553928299,3.69987435152194,4.06177374528664,2.7283352628287,2.60096164862185,2.85735129008988,1.02585868276756,0.940776056262187,1.11167488599945
"Sub-Saharan Africa",NA,"Men",2017,3.87856721144339,3.69078274129921,4.08164167338263,2.73815908302715,2.60550098268599,2.87224107550923,1.02575679365196,0.934386188076311,1.11801253275549
"Sub-Saharan Africa",NA,"Men",2018,3.88239944203869,3.67544904975173,4.10128939844292,2.74772592186386,2.60739595866241,2.8901980155176,1.02580021176399,0.927930205136861,1.12500703834023
"Central and Eastern Europe",NA,"Women",1980,5.6528853819417,5.37994361891966,5.92183174173424,4.25540167216413,4.09457079619809,4.41103737706179,1.41916552235738,1.30697678413447,1.52898570387403
"Central and Eastern Europe",NA,"Women",1981,5.63592563063519,5.39043382964088,5.87914722841355,4.23941375590223,4.08872026411905,4.385644092101,1.41819650866289,1.31612423662436,1.51666525399703
"Central and Eastern Europe",NA,"Women",1982,5.61823786899827,5.39999236954243,5.83422945363181,4.22220800154912,4.08112811259547,4.35945833002528,1.41735684270828,1.32549985197026,1.5062061941296
"Central and Eastern Europe",NA,"Women",1983,5.59985388629164,5.40511667447312,5.79512366764299,4.20386354792532,4.07213957721252,4.33241688837393,1.41662473941308,1.33298575621715,1.4971543655163
"Central and Eastern Europe",NA,"Women",1984,5.58086020471658,5.40747243602389,5.75654013227219,4.18451747331147,4.06156575978762,4.30481474199922,1.41599253204725,1.33921133485923,1.49027259843944
"Central and Eastern Europe",NA,"Women",1985,5.56145534879174,5.40525842770879,5.71808790925632,4.16443152556151,4.0488039572652,4.27832538110383,1.41548084733088,1.34506397635708,1.48447490658831
"Central and Eastern Europe",NA,"Women",1986,5.54147785252874,5.39622986024417,5.68567551710532,4.1434053068398,4.0345195548862,4.2521765078632,1.41513368209729,1.3493934786762,1.48028561573685
"Central and Eastern Europe",NA,"Women",1987,5.52074067447099,5.38488314726621,5.65523647100745,4.12111607969144,4.01676034776152,4.22603672296221,1.41480923732098,1.35265406105345,1.47560179365976
"Central and Eastern Europe",NA,"Women",1988,5.49886876743007,5.37060056081766,5.62777454082348,4.09712443228239,3.99750145974523,4.19727907508978,1.41444196856048,1.35445742408427,1.47414492194922
"Central and Eastern Europe",NA,"Women",1989,5.47573742278479,5.35026843260775,5.59726849850801,4.07123249170262,3.97599387663855,4.16896281785741,1.41405195558181,1.35635000419446,1.47125665285758
"Central and Eastern Europe",NA,"Women",1990,5.45114964920147,5.32822728048371,5.57171698882378,4.04315696705804,3.9480752885621,4.1385622375553,1.4136366080085,1.35706506998472,1.471010281652
"Central and Eastern Europe",NA,"Women",1991,5.42578849621675,5.30176513713901,5.54559856975544,4.01373123137492,3.921314985245,4.10849327761215,1.41332775837977,1.35727175068501,1.47023956825476
"Central and Eastern Europe",NA,"Women",1992,5.39987833655621,5.27626232350319,5.51966842373784,3.9832862474198,3.8921932027723,4.07594931313172,1.41326104910814,1.3571205497474,1.47034346944911
"Central and Eastern Europe",NA,"Women",1993,5.37405338613888,5.25297739879427,5.49206758509571,3.95262916726151,3.86335638652279,4.04403734688255,1.4137145397877,1.35747897183751,1.47053164561312
"Central and Eastern Europe",NA,"Women",1994,5.34888744783005,5.22852017242317,5.46773150567291,3.92248244293273,3.8346275303809,4.0132865495786,1.41488564537412,1.35833730513251,1.4713841461951
"Central and Eastern Europe",NA,"Women",1995,5.32468202290477,5.2042601974328,5.44432305876681,3.8932250088888,3.80497671287516,3.9829087416682,1.41673215912813,1.35958081036831,1.47348955665058
"Central and Eastern Europe",NA,"Women",1996,5.30162496757554,5.17999130523631,5.4226995924917,3.86511440339866,3.77725545934019,3.95460430246172,1.41928406354452,1.36102042670387,1.47575043346682
"Central and Eastern Europe",NA,"Women",1997,5.28001975966569,5.15486174903845,5.40285117502503,3.83850801635002,3.75056306842452,3.92809272278476,1.42253578187845,1.36420764725317,1.4792519709593
"Central and Eastern Europe",NA,"Women",1998,5.26016243847477,5.13584417461902,5.38514668850449,3.81378350425603,3.72690834724805,3.90255538792654,1.42656507690734,1.36739098381841,1.48391513514726
"Central and Eastern Europe",NA,"Women",1999,5.24181116563492,5.11332947340595,5.36838670862651,3.79062791952396,3.70420643432322,3.87988304873175,1.43112608629078,1.37121260780704,1.48924844598737
"Central and Eastern Europe",NA,"Women",2000,5.22467505564476,5.09234261175887,5.35545278289912,3.76872826956361,3.68383240013522,3.85766931134497,1.43613094941175,1.37644111058996,1.49513556100951
"Central and Eastern Europe",NA,"Women",2001,5.20834918758602,5.07530863417302,5.3387510913672,3.74755829568715,3.66217770082567,3.83557851049049,1.44144970721183,1.38088710757771,1.49990016880038
"Central and Eastern Europe",NA,"Women",2002,5.19278936051033,5.05679660448314,5.32400379073571,3.72714642081709,3.64144462581652,3.81456282225813,1.44686015068332,1.38589276131794,1.50556466352365
"Central and Eastern Europe",NA,"Women",2003,5.17779138797917,5.04318321621169,5.3093313936979,3.70728032273413,3.62028078006748,3.79653019100761,1.4522399801329,1.39159002159325,1.51098360344575
"Central and Eastern Europe",NA,"Women",2004,5.16341568965741,5.02886035008757,5.2973132847459,3.68806017804935,3.59921484217671,3.77853119804482,1.45742805669543,1.39609374526158,1.51665697224887
"Central and Eastern Europe",NA,"Women",2005,5.14955395006625,5.01592966990106,5.28375086407048,3.66934369589918,3.5798371743292,3.76206781324996,1.46227893295864,1.40121848622633,1.52168325781411
"Central and Eastern Europe",NA,"Women",2006,5.13651102547681,5.00212795967068,5.27138869250565,3.65149166323494,3.56091178877784,3.744622133999,1.46689738386804,1.40530163363611,1.52737849202098
"Central and Eastern Europe",NA,"Women",2007,5.12409239112863,4.990716950498,5.25645764418174,3.63432933052807,3.54125498472621,3.72996774742099,1.47128858289198,1.40911743040081,1.53293455139204
"Central and Eastern Europe",NA,"Women",2008,5.11223811730669,4.9789059772257,5.24536868191422,3.61781095303325,3.52242516844846,3.71663732764773,1.47564190969137,1.4116545886899,1.5386199901542
"Central and Eastern Europe",NA,"Women",2009,5.10073629922191,4.96715306176519,5.23427893655181,3.60170514554776,3.50384018460016,3.70355744713852,1.48000261936818,1.4150154952641,1.54419640855319
"Central and Eastern Europe",NA,"Women",2010,5.08935643971147,4.95364928607321,5.22393481778185,3.58569957343669,3.48393082968939,3.69164596802883,1.48439606581734,1.4175406599723,1.55133972744266
"Central and Eastern Europe",NA,"Women",2011,5.078084938285,4.94247579955234,5.21331084573715,3.56976824570952,3.46356364651046,3.6777704126917,1.48883259988879,1.41908224291318,1.55841741294114
"Central and Eastern Europe",NA,"Women",2012,5.06681770450212,4.92945107733715,5.20315794873351,3.55379398526923,3.44389234505772,3.66653863940352,1.49333654091061,1.41936866001987,1.56538789214087
"Central and Eastern Europe",NA,"Women",2013,5.05555686911315,4.91139828155194,5.19642699479141,3.53783004827659,3.42381651408417,3.655495825934,1.49797233877737,1.41992460757911,1.57447585111435
"Central and Eastern Europe",NA,"Women",2014,5.04433357892905,4.89320685144671,5.19368944013463,3.52192397820881,3.40321942808222,3.64476694720364,1.50270513783507,1.4197857867118,1.58559753627216
"Central and Eastern Europe",NA,"Women",2015,5.03310664083829,4.87253754223719,5.19207462365286,3.50605013488022,3.38040073682824,3.63511995651778,1.50743861229936,1.41835244088253,1.59641846152765
"Central and Eastern Europe",NA,"Women",2016,5.02180092365192,4.85049620832435,5.19221033217509,3.49006336681245,3.35588091308526,3.62597972260418,1.51221639822695,1.41504762048917,1.6099721971197
"Central and Eastern Europe",NA,"Women",2017,5.01049157939812,4.8257118202091,5.19828964770722,3.47402797977598,3.32965034542271,3.61954772023971,1.51707748489999,1.41048297369023,1.62430311689706
"Central and Eastern Europe",NA,"Women",2018,4.99914624816973,4.79182917432346,5.20402811724816,3.45786583197583,3.30532310273655,3.61192040039066,1.52201411420157,1.40690259967341,1.63812940008065
"Central Asia and North Africa-Middle East",NA,"Women",1980,4.54157730627475,4.10423992305094,4.95966476523543,3.30597844363524,3.02390714488122,3.58652100189311,1.07051503988982,0.856452002237438,1.26780148431841
"Central Asia and North Africa-Middle East",NA,"Women",1981,4.55506991819912,4.15048753491221,4.94487418501854,3.32530561607345,3.06115699159828,3.59282394733488,1.07268853603404,0.872075604263918,1.25722670768992
"Central Asia and North Africa-Middle East",NA,"Women",1982,4.56871411491976,4.19247798302494,4.93132787237415,3.34464150109406,3.09367025146784,3.59993809222621,1.07494815918749,0.884817526717147,1.24735400953218
"Central Asia and North Africa-Middle East",NA,"Women",1983,4.58241368931651,4.2344175877955,4.91560940246426,3.36384926996578,3.12518939882267,3.60528192845482,1.07726863584029,0.901331306222835,1.23857375096691
"Central Asia and North Africa-Middle East",NA,"Women",1984,4.59608222606761,4.27732926462142,4.90438711523036,3.38288052133739,3.15831613861715,3.6108470941444,1.07960847879106,0.914707151882501,1.23155951894809
"Central Asia and North Africa-Middle East",NA,"Women",1985,4.60965865227948,4.31833209080173,4.89407449259319,3.40164928201638,3.19045113970706,3.6191805873479,1.08204216990132,0.928595965753111,1.22449934799325
"Central Asia and North Africa-Middle East",NA,"Women",1986,4.62301913226996,4.35202495029552,4.88274031957775,3.41996105182186,3.22191567493642,3.62800587889199,1.08465915874383,0.940954937822431,1.21799652828839
"Central Asia and North Africa-Middle East",NA,"Women",1987,4.63608175226316,4.38599339611729,4.87179212184539,3.43766030779939,3.25041576002632,3.63603630563954,1.08752866040183,0.952439198856549,1.21116118736265
"Central Asia and North Africa-Middle East",NA,"Women",1988,4.64878974574637,4.42206517982188,4.86680908886321,3.45465959370536,3.27723244406888,3.64097932883743,1.09066695767662,0.963879799440405,1.20620794297543
"Central Asia and North Africa-Middle East",NA,"Women",1989,4.66102332281461,4.45425702251333,4.85796454173409,3.47081864876828,3.30431348395929,3.6450430223738,1.0941770140902,0.974866539924641,1.2025596290667
"Central Asia and North Africa-Middle East",NA,"Women",1990,4.67282544316283,4.48450498724231,4.85372217916762,3.48617051370185,3.32922026463289,3.64743925080847,1.09798782458718,0.987781773984096,1.19992556499933
"Central Asia and North Africa-Middle East",NA,"Women",1991,4.68406290679475,4.51156492414983,4.85118323782279,3.50057394631732,3.35399234660997,3.65176579262882,1.10219069342472,1.0005164361748,1.19831961544158
"Central Asia and North Africa-Middle East",NA,"Women",1992,4.69474775292196,4.53550754678665,4.85011687905451,3.51404538935142,3.37540849600271,3.6561779151785,1.10675470596949,1.01121715199649,1.19650323539199
"Central Asia and North Africa-Middle East",NA,"Women",1993,4.70493355153919,4.55727674891712,4.85190314881709,3.52668493647596,3.39669993383969,3.65992918719546,1.11167666630015,1.02271899526507,1.19618520754446
"Central Asia and North Africa-Middle East",NA,"Women",1994,4.71452224026936,4.57536084031355,4.85246680788051,3.53835909247795,3.41550468287793,3.66431098061694,1.1169094073591,1.03379648755102,1.19659200620599
"Central Asia and North Africa-Middle East",NA,"Women",1995,4.72317450791281,4.59313030887066,4.85234049458031,3.54859958918131,3.43383075797908,3.66589808064088,1.12240184677256,1.04533234822317,1.19518547249872
"Central Asia and North Africa-Middle East",NA,"Women",1996,4.73063560086231,4.60877236751985,4.85019924840433,3.55715105225078,3.45064200692174,3.66673265341823,1.12803703509937,1.05724791216783,1.1965288360354
"Central Asia and North Africa-Middle East",NA,"Women",1997,4.73671310155189,4.62306823057301,4.84925723749776,3.56384165662996,3.46378292890175,3.66606461251376,1.13376033501428,1.06840095767616,1.19701005473739
"Central Asia and North Africa-Middle East",NA,"Women",1998,4.74105968304882,4.63312971804018,4.84836963261823,3.56823021131777,3.4754734348566,3.66284257543743,1.13956470687888,1.07909510261801,1.19844162461547
"Central Asia and North Africa-Middle East",NA,"Women",1999,4.74368344822603,4.64153036541133,4.84426810755113,3.57037083965543,3.48321349419747,3.65948459909619,1.14538385930179,1.08803982716076,1.19900835919485
"Central Asia and North Africa-Middle East",NA,"Women",2000,4.74404302392747,4.64798434490825,4.84088224466927,3.56966838762826,3.48739739438124,3.65221243996961,1.15111577896069,1.0979505652343,1.20156838605543
"Central Asia and North Africa-Middle East",NA,"Women",2001,4.74243492474805,4.64965632495551,4.83365573378734,3.56643543025227,3.48991018909616,3.64345716421872,1.15678422182737,1.10754331055552,1.20467321135654
"Central Asia and North Africa-Middle East",NA,"Women",2002,4.73878049108953,4.64974545297066,4.82696450398815,3.56058437971793,3.48818300512557,3.63158833198241,1.16231509493242,1.11704675443662,1.20658338345773
"Central Asia and North Africa-Middle East",NA,"Women",2003,4.73344006695387,4.6470710235065,4.81775753785907,3.55247389282464,3.48440794973621,3.61839236098663,1.16776978866299,1.1249652822101,1.2099259060416
"Central Asia and North Africa-Middle East",NA,"Women",2004,4.72678381444077,4.6469025911244,4.80605363707974,3.54250432794327,3.4779645773287,3.60518487804529,1.17320467166791,1.13278220310953,1.21364389102641
"Central Asia and North Africa-Middle East",NA,"Women",2005,4.71908832504363,4.64218299611823,4.79497794615991,3.53102652945445,3.47028068271989,3.59103617590298,1.17872799217326,1.14037989419239,1.21760480150766
"Central Asia and North Africa-Middle East",NA,"Women",2006,4.71060838033041,4.63572148985985,4.78402921007626,3.51836212451813,3.4614875972306,3.57512674739113,1.18450048999587,1.14798891810087,1.22158671629414
"Central Asia and North Africa-Middle East",NA,"Women",2007,4.70121717145833,4.62803389199991,4.77332631057806,3.5043503825558,3.44933001985149,3.56032507247529,1.1905577477376,1.15563485727807,1.22610994548592
"Central Asia and North Africa-Middle East",NA,"Women",2008,4.69090303768982,4.61839229450094,4.76173269829339,3.48905431489106,3.43521398587915,3.54308185322179,1.19690992636176,1.16307116330616,1.23075936330605
"Central Asia and North Africa-Middle East",NA,"Women",2009,4.67998174583275,4.60803076332205,4.750714785801,3.4729543009356,3.4200497185038,3.52623784396439,1.20340043163638,1.17086641149463,1.23644922444401
"Central Asia and North Africa-Middle East",NA,"Women",2010,4.66876749675539,4.59811143069894,4.73813496009567,3.45649080794606,3.40401126847929,3.50920770509576,1.20988588060803,1.17897761682305,1.24219751105254
"Central Asia and North Africa-Middle East",NA,"Women",2011,4.65700439987088,4.58680305000761,4.7273255238823,3.43943159892326,3.38747294498796,3.49260856319362,1.21600352492501,1.18483679893233,1.2481375427323
"Central Asia and North Africa-Middle East",NA,"Women",2012,4.64426275664939,4.57574039801821,4.71392748562965,3.42125731972267,3.36825511899009,3.47491955743828,1.22140611777296,1.18978771429397,1.25356031902034
"Central Asia and North Africa-Middle East",NA,"Women",2013,4.63023554848175,4.56087441146254,4.70138882555349,3.4016222847794,3.34687097292576,3.45782774509033,1.22607281354246,1.19363857701047,1.25871537332894
"Central Asia and North Africa-Middle East",NA,"Women",2014,4.61481312325432,4.54266646477509,4.6890965821739,3.38033169902602,3.32261955480578,3.43910074917999,1.2301486839281,1.19698309269057,1.26359175143669
"Central Asia and North Africa-Middle East",NA,"Women",2015,4.59812669139208,4.52122847641357,4.67735252667626,3.35742242760042,3.29641519482689,3.41935621985476,1.23380061272662,1.19798663700411,1.26865457349859
"Central Asia and North Africa-Middle East",NA,"Women",2016,4.58049684586798,4.49520338653558,4.66696886737733,3.33327784773751,3.26806850423911,3.39920494432726,1.2373149608052,1.1982263782664,1.27563949443941
"Central Asia and North Africa-Middle East",NA,"Women",2017,4.5622603490121,4.46719145217088,4.65953987047004,3.30833047010137,3.23749565508893,3.37970796606368,1.24090761678749,1.19702144032262,1.28373814168378
"Central Asia and North Africa-Middle East",NA,"Women",2018,4.54379465635311,4.43506499996289,4.65550676280093,3.28304786080096,3.20650022916875,3.36032670008917,1.24463547770539,1.19500949953201,1.2932654005348
"East and South East Asia",NA,"Women",1980,4.22431467944607,3.8834400164632,4.55917140348382,2.85917744543341,2.65591820412027,3.06557569648751,1.28342164925054,1.13848601096392,1.42299340111414
"East and South East Asia",NA,"Women",1981,4.23740813539368,3.93739931646929,4.53655890374774,2.87821732145825,2.68793212423941,3.06953953608496,1.28116842789555,1.15007868208992,1.40805213575791
"East and South East Asia",NA,"Women",1982,4.25102922334525,3.98733973538799,4.5126193344132,2.89788386788654,2.72126166036106,3.07585535665485,1.27886519251221,1.15860427853837,1.39437212715941
"East and South East Asia",NA,"Women",1983,4.26494067060141,4.0295977377479,4.49776112008189,2.9177344836033,2.7548182031156,3.08257898329369,1.27659035188867,1.16755971788252,1.38084621370538
"East and South East Asia",NA,"Women",1984,4.27903794609695,4.06862793840986,4.48856942287178,2.93765250812687,2.78808550084389,3.08848372384039,1.2742873364076,1.17571200981235,1.36939588192073
"East and South East Asia",NA,"Women",1985,4.29307598305774,4.10654900030304,4.48191792918843,2.9572440112194,2.82087920691033,3.09799644229149,1.27208003822228,1.18295327482585,1.35922694391846
"East and South East Asia",NA,"Women",1986,4.30683904595171,4.13866490222325,4.47458934619026,2.9761626278741,2.84899492975396,3.1075342931942,1.27014924669171,1.18903920011231,1.34962252388677
"East and South East Asia",NA,"Women",1987,4.32068791528956,4.16770181871704,4.47369214205402,2.99478560712453,2.87716511367636,3.11782324690066,1.26871129412849,1.1944424584645,1.34269165260134
"East and South East Asia",NA,"Women",1988,4.33459520261704,4.19703524330679,4.47237763442189,3.01308117886787,2.90340613044656,3.1270650744671,1.26775177519426,1.19953860099869,1.33590523254269
