"Country/Region/World","ISO","Sex","Year","Age","Prevalence of diabetes (18+ years)","Prevalence of diabetes (18+ years) lower 95% uncertainty interval","Prevalence of diabetes (18+ years) upper 95% uncertainty interval","Proportion of people with diabetes who were treated (30+ years)","Proportion of people with diabetes who were treated (30+ years) lower 95% uncertainty interval","Proportion of people with diabetes who were treated (30+ years) upper 95% uncertainty interval"
"Oceania",NA,"Men",2002,"Age-standardised",0.176879344625475,0.117176890711796,0.255294157668669,0.23273325199569,0.144751274853763,0.344726955306411
"Oceania",NA,"Men",2003,"Age-standardised",0.179938242722752,0.118596177458492,0.260598717488964,0.230500109689307,0.14273443346877,0.342579331437451
"Oceania",NA,"Men",2004,"Age-standardised",0.18305867435361,0.120614268176429,0.266553697448792,0.2284069736142,0.140518700487122,0.339279503038677
"Oceania",NA,"Men",2005,"Age-standardised",0.186145665674019,0.121890137152057,0.271496594178483,0.226499357163053,0.138166434718789,0.339918936369968
"Oceania",NA,"Men",2006,"Age-standardised",0.189148069604044,0.12353677011197,0.275366041421123,0.224740143471968,0.136241835744411,0.337976736454322
"Oceania",NA,"Men",2007,"Age-standardised",0.191955048613886,0.125273826664526,0.279779119366794,0.223169778589845,0.133952842933242,0.338137794544196
"Oceania",NA,"Men",2008,"Age-standardised",0.19450672465698,0.126234333098629,0.283342284175443,0.221792539383951,0.131515458801901,0.339842457337881
"Oceania",NA,"Men",2009,"Age-standardised",0.196707875008053,0.126380082759114,0.286999028175103,0.220628283559657,0.129994272323984,0.341036208826141
"Oceania",NA,"Men",2010,"Age-standardised",0.198376557875862,0.127128634846197,0.290266702953545,0.219684308762039,0.128253175106071,0.34524742109487
"Oceania",NA,"Men",2011,"Age-standardised",0.199627434508877,0.126816479044215,0.292347422917068,0.219009927474918,0.124309942142537,0.346583149564461
"Oceania",NA,"Men",2012,"Age-standardised",0.200487798842547,0.126896732066106,0.295908820481957,0.218565816205048,0.121323068945221,0.350146479696801
"Oceania",NA,"Men",2013,"Age-standardised",0.201036054470276,0.125709920627964,0.296712921474998,0.218372215256913,0.118680666681906,0.355397651776648
"Oceania",NA,"Men",2014,"Age-standardised",0.201405014287776,0.124278586073722,0.303319732655446,0.218351122923885,0.115324391897533,0.361865224287249
"Oceania",NA,"Men",2015,"Age-standardised",0.201700283502581,0.122971654167547,0.307819877265415,0.218489590990701,0.113442029989529,0.367318590295662
"Oceania",NA,"Men",2016,"Age-standardised",0.202027106163811,0.11996585683811,0.313703672464824,0.218715988958976,0.109352226545571,0.372317178237374
"Oceania",NA,"Men",2017,"Age-standardised",0.202433174885545,0.116758415724617,0.319339741786284,0.219085401106746,0.104815136498466,0.378199385269345
"Oceania",NA,"Men",2018,"Age-standardised",0.202845551282224,0.112392774978541,0.327947892209181,0.21961730787837,0.100443918166083,0.38834157564427
"Oceania",NA,"Men",2019,"Age-standardised",0.203489291460146,0.107790402073547,0.334781105835248,0.22032160399994,0.0967794416069587,0.400516313114525
"Oceania",NA,"Men",2020,"Age-standardised",0.204385332128845,0.102905546394801,0.346110394664153,0.22118860167336,0.0929193943868319,0.409232991103086
"Oceania",NA,"Men",2021,"Age-standardised",0.205376244397276,0.0984624278421081,0.356254030403718,0.222258818936831,0.0897715134916956,0.423003056248619
"Oceania",NA,"Men",2022,"Age-standardised",0.206481940982794,0.0938675698050735,0.368893700261774,0.22341486344132,0.0856531357562836,0.440490217093353
"Oceania",NA,"Women",1990,"Age-standardised",0.137662934557949,0.0984866240528592,0.183543544365905,0.261063011430426,0.164383091928755,0.379794798901978
"Oceania",NA,"Women",1991,"Age-standardised",0.139808352203672,0.101157490504143,0.184651541355767,0.260219661380928,0.165374517335866,0.375960432069446
"Oceania",NA,"Women",1992,"Age-standardised",0.142060752603102,0.10313255859205,0.187307004424855,0.259483211663325,0.165933686951575,0.373634133526691
"Oceania",NA,"Women",1993,"Age-standardised",0.144431657885995,0.104962773419859,0.191474939719882,0.258801859816821,0.167014171429711,0.372027779268275
"Oceania",NA,"Women",1994,"Age-standardised",0.146873747006913,0.106308764146071,0.195358537262344,0.258196396083143,0.167808985774642,0.371110951062213
"Oceania",NA,"Women",1995,"Age-standardised",0.14947553118468,0.107095700780033,0.199265042388806,0.257678398581365,0.168534498983802,0.36903391095542
"Oceania",NA,"Women",1996,"Age-standardised",0.152220064266145,0.10846910011398,0.204266589552151,0.257253813088786,0.168068965277497,0.369567326979482
"Oceania",NA,"Women",1997,"Age-standardised",0.155136660146145,0.109774903259753,0.208805664819508,0.256915613836822,0.167583063665955,0.368336876325844
"Oceania",NA,"Women",1998,"Age-standardised",0.158261324355443,0.110773540799817,0.215407629469304,0.256644608351419,0.166726929148589,0.367672038798682
"Oceania",NA,"Women",1999,"Age-standardised",0.161701270207238,0.112546926768549,0.221635701021829,0.256418986644082,0.166404754488876,0.365579953614165
"Oceania",NA,"Women",2000,"Age-standardised",0.165395430265453,0.114300530842471,0.228056871020533,0.256184004180624,0.16622311466294,0.36708744972168
"Oceania",NA,"Women",2001,"Age-standardised",0.169294119595522,0.11575604608117,0.234275890164912,0.255942367383873,0.166535821591701,0.367744581666113
"Oceania",NA,"Women",2002,"Age-standardised",0.173379596153316,0.117579867644684,0.239747718762345,0.25569935462858,0.165942043180553,0.368018065290879
"Oceania",NA,"Women",2003,"Age-standardised",0.17759803436964,0.119641369889453,0.247361133355443,0.255402788675679,0.166029599080654,0.368327397805517
"Oceania",NA,"Women",2004,"Age-standardised",0.181853537846757,0.121861146163319,0.254292371251233,0.255154858909261,0.166104841414893,0.369156004301202
"Oceania",NA,"Women",2005,"Age-standardised",0.186050962681406,0.124518398290548,0.261200923649812,0.254917241835188,0.165331158644119,0.370040550947826
"Oceania",NA,"Women",2006,"Age-standardised",0.190020693974293,0.12745072403146,0.268156991096031,0.254774615014358,0.164095950785616,0.369673563077367
"Oceania",NA,"Women",2007,"Age-standardised",0.193670400551495,0.128867121502039,0.274413780697091,0.254742518139681,0.163646966566596,0.371139001261663
"Oceania",NA,"Women",2008,"Age-standardised",0.196910256017567,0.130845806227043,0.279071277840004,0.254867587891677,0.162860086449645,0.374169344481317
"Oceania",NA,"Women",2009,"Age-standardised",0.199568236288277,0.132425696346821,0.283648255856453,0.255131829685942,0.161616891264083,0.376623696198884
"Oceania",NA,"Women",2010,"Age-standardised",0.201505638526766,0.132993180827332,0.287194324797611,0.255575368034098,0.161268822435401,0.377974260181813
"Oceania",NA,"Women",2011,"Age-standardised",0.202894372756414,0.131847425421524,0.291675337333182,0.256156411172649,0.159227888099206,0.382078164306793
"Oceania",NA,"Women",2012,"Age-standardised",0.203819794463816,0.131198710638977,0.295011076891391,0.256874340657957,0.15685345570943,0.386632411149034
"Oceania",NA,"Women",2013,"Age-standardised",0.204316901879341,0.129964744714753,0.298646514890704,0.2576823766999,0.154417862305874,0.39111817297538
"Oceania",NA,"Women",2014,"Age-standardised",0.204581872573468,0.127607898451973,0.305347779761361,0.258593662324142,0.150871129935162,0.39906075788587
"Oceania",NA,"Women",2015,"Age-standardised",0.20470823528428,0.124920971140145,0.309477674218709,0.259568109166093,0.147477938981885,0.405517558635996
"Oceania",NA,"Women",2016,"Age-standardised",0.204810285180465,0.121582568050598,0.318169479726384,0.260588144580676,0.144240106382458,0.410984636578161
"Oceania",NA,"Women",2017,"Age-standardised",0.20489407524491,0.116836585164709,0.324748966166334,0.261733641679279,0.140956171993261,0.417251779667176
"Oceania",NA,"Women",2018,"Age-standardised",0.205069024358148,0.112118385658662,0.331235266110283,0.262971501331662,0.136762894962296,0.424989697715888
"Oceania",NA,"Women",2019,"Age-standardised",0.205468463736314,0.107860155610343,0.341939820979417,0.264302033090938,0.132712047572253,0.434417501864097
"Oceania",NA,"Women",2020,"Age-standardised",0.206081960166714,0.102553483545854,0.354005399192824,0.265733835775132,0.127993554722244,0.445839894326139
"Oceania",NA,"Women",2021,"Age-standardised",0.206868196245853,0.0967478838917551,0.368163355155521,0.267250001200592,0.123058513839395,0.457355582429649
"Oceania",NA,"Women",2022,"Age-standardised",0.20787659983995,0.0916346617723109,0.382634965527221,0.268857221825888,0.119320831648705,0.471222877221802
"South Asia",NA,"Men",1990,"Age-standardised",0.10996176573323,0.0770699397619767,0.148495567068694,0.250843075042313,0.139213294978778,0.409845725112652
"South Asia",NA,"Men",1991,"Age-standardised",0.111531708548716,0.0802547427532995,0.147682384419012,0.250403245751217,0.144902783052922,0.398696649653254
"South Asia",NA,"Men",1992,"Age-standardised",0.11315216889573,0.0832149676976856,0.147161285529496,0.250056719682423,0.14985895868299,0.387175067139968
"South Asia",NA,"Men",1993,"Age-standardised",0.114864550210835,0.086101834165327,0.14657047185844,0.249797721060735,0.154075354225953,0.378989992223374
"South Asia",NA,"Men",1994,"Age-standardised",0.116676026440454,0.0891366425436397,0.14686141460951,0.249638135145966,0.158780478385688,0.371934260539428
"South Asia",NA,"Men",1995,"Age-standardised",0.118601244736251,0.0921557402186732,0.147065839178918,0.249502181563383,0.16346736827546,0.363739019299251
"South Asia",NA,"Men",1996,"Age-standardised",0.120674487336251,0.0955223229081782,0.148246521281412,0.249476319175174,0.167416852937157,0.354760354064415
"South Asia",NA,"Men",1997,"Age-standardised",0.122931690147541,0.0989028811778637,0.14906771820501,0.249515389786223,0.170735740854116,0.346861456837039
"South Asia",NA,"Men",1998,"Age-standardised",0.125420772897348,0.102263638319215,0.14976583671906,0.24956641798925,0.174206509259956,0.341043759293525
"South Asia",NA,"Men",1999,"Age-standardised",0.128219382557762,0.105711195337067,0.151980843180149,0.249626036843699,0.179102028589475,0.333772544768697
"South Asia",NA,"Men",2000,"Age-standardised",0.131334978546116,0.109748478748204,0.153991384420881,0.24979482257521,0.182627052048146,0.327325233893073
"South Asia",NA,"Men",2001,"Age-standardised",0.134746043725257,0.113966570476788,0.156914295305705,0.250122994755997,0.187670508758301,0.322813282441917
"South Asia",NA,"Men",2002,"Age-standardised",0.138379314015934,0.118125776323212,0.159900683029767,0.250612408836292,0.191528356890267,0.318383501981218
"South Asia",NA,"Men",2003,"Age-standardised",0.142142643123567,0.122724286232049,0.163027059663083,0.2513033441276,0.195379311918403,0.313649567059995
"South Asia",NA,"Men",2004,"Age-standardised",0.145972984971298,0.127011695207323,0.166062497759194,0.252191978450134,0.199295137443029,0.310929072614263
"South Asia",NA,"Men",2005,"Age-standardised",0.149800787935991,0.131188767699532,0.169367630802776,0.25328413330955,0.202839253358389,0.308684820232891
"South Asia",NA,"Men",2006,"Age-standardised",0.153536843800937,0.135747918285744,0.172181074371648,0.254598679922155,0.206147605151985,0.305889915780973
"South Asia",NA,"Men",2007,"Age-standardised",0.157167834957725,0.139764033124728,0.175054904845588,0.256210456619587,0.210351541991115,0.305027471159213
"South Asia",NA,"Men",2008,"Age-standardised",0.160688835574741,0.143718853034053,0.178579333672333,0.258209466315249,0.21536185559721,0.305036506574853
"South Asia",NA,"Men",2009,"Age-standardised",0.16390915950566,0.14711115580525,0.181387805355428,0.260527556464314,0.219177210541499,0.304100124948219
"South Asia",NA,"Men",2010,"Age-standardised",0.166918928202519,0.150021994082961,0.184209698633423,0.263030323138457,0.223122053216248,0.304527041442087
"South Asia",NA,"Men",2011,"Age-standardised",0.169786914196931,0.153007950071316,0.186744266711245,0.265611019085931,0.227013250246948,0.3060824156924
"South Asia",NA,"Men",2012,"Age-standardised",0.172619966790244,0.156141583793932,0.189308419219179,0.268183156780724,0.230047231554959,0.308753093376175
"South Asia",NA,"Men",2013,"Age-standardised",0.175611071421509,0.159354459770407,0.192127143305146,0.270621256207369,0.232999379329776,0.311515511903656
"South Asia",NA,"Men",2014,"Age-standardised",0.17885199074933,0.162937561226658,0.195710265033513,0.272863589197475,0.235565004167537,0.314504039356079
"South Asia",NA,"Men",2015,"Age-standardised",0.182634434008838,0.165757361979022,0.200380979949676,0.27476068686165,0.236548385844658,0.317822024708272
"South Asia",NA,"Men",2016,"Age-standardised",0.186922821212175,0.168873351437519,0.205816662881237,0.276229564368986,0.236608831459444,0.321046756442646
"South Asia",NA,"Men",2017,"Age-standardised",0.191564261882237,0.171751316524766,0.212525888025502,0.277350406859074,0.235606774692298,0.324561116038023
"South Asia",NA,"Men",2018,"Age-standardised",0.196505413375382,0.173867536059103,0.220583743900501,0.278106078525422,0.232423343920297,0.328002914170612
"South Asia",NA,"Men",2019,"Age-standardised",0.201650370046796,0.175237236755021,0.23015893758379,0.278600414605012,0.228378819782684,0.333834435790595
"South Asia",NA,"Men",2020,"Age-standardised",0.207011375156316,0.176136289645206,0.240959440001887,0.278953559404114,0.222275140757228,0.340131216865813
"South Asia",NA,"Men",2021,"Age-standardised",0.21260356227656,0.176618051065415,0.25344352198058,0.279314650351106,0.215779551664979,0.348968879256612
"South Asia",NA,"Men",2022,"Age-standardised",0.218339550609945,0.176065549568241,0.266759664493554,0.279758721470606,0.20860872593509,0.3588370820436
"South Asia",NA,"Women",1990,"Age-standardised",0.113923709844072,0.0750322899311629,0.158977331329778,0.215765914276207,0.119946235505315,0.346244794744066
"South Asia",NA,"Women",1991,"Age-standardised",0.115698394325024,0.0789704916280288,0.157009700794612,0.216518208640495,0.12433352339584,0.339239867587983
"South Asia",NA,"Women",1992,"Age-standardised",0.11750788550914,0.082822575119243,0.155954375785989,0.217337905463512,0.128242157191441,0.334063765996949
"South Asia",NA,"Women",1993,"Age-standardised",0.119334895022357,0.0868384117237797,0.155412669862229,0.218242941465999,0.132429482801294,0.327981688886943
"South Asia",NA,"Women",1994,"Age-standardised",0.121171999551704,0.0907449220438944,0.155394789682677,0.21920300858554,0.136489461794076,0.322848871628718
"South Asia",NA,"Women",1995,"Age-standardised",0.123101902178986,0.0947037292681101,0.154885467059359,0.220207370680033,0.140664368118207,0.317587893249054
"South Asia",NA,"Women",1996,"Age-standardised",0.12509743014438,0.0983534234247086,0.155245760497541,0.221273898168452,0.145124364169717,0.312937727004439
"South Asia",NA,"Women",1997,"Age-standardised",0.127195479924732,0.101899693221219,0.155439370924361,0.222382699423472,0.150018711212552,0.309628662037155
"South Asia",NA,"Women",1998,"Age-standardised",0.129436533233079,0.105363007621207,0.155767727072326,0.223557397952559,0.155076921778863,0.306020406291048
"South Asia",NA,"Women",1999,"Age-standardised",0.131890558748954,0.108580606349336,0.156678308761764,0.224826740363937,0.159520791944605,0.301774972395898
"South Asia",NA,"Women",2000,"Age-standardised",0.134561786644777,0.112081288086363,0.15886590032291,0.226147220114043,0.16393648925698,0.298507753997061
"South Asia",NA,"Women",2001,"Age-standardised",0.137466830153446,0.115495981949304,0.161103700965574,0.227552685227841,0.168056374423721,0.295985667774613
"South Asia",NA,"Women",2002,"Age-standardised",0.140534218225407,0.11942066408098,0.16317376164563,0.229050765844425,0.172923360457163,0.294255993658709
"South Asia",NA,"Women",2003,"Age-standardised",0.143745599296337,0.123422257304988,0.165387748331725,0.2306055892462,0.178170141622631,0.291694014912075
"South Asia",NA,"Women",2004,"Age-standardised",0.147025909169475,0.12726425349082,0.167984288348972,0.232251062820699,0.182320145645261,0.288839304915794
"South Asia",NA,"Women",2005,"Age-standardised",0.150302494310557,0.13073382612383,0.170315372192237,0.23399854178531,0.18617498169222,0.287833991923961
"South Asia",NA,"Women",2006,"Age-standardised",0.153508853560671,0.134998998489379,0.17320866722055,0.235882389943518,0.189563723740041,0.28671279374045
"South Asia",NA,"Women",2007,"Age-standardised",0.156619345230971,0.138669994521467,0.175387074743358,0.237923329602528,0.193493118065797,0.28555008938123
"South Asia",NA,"Women",2008,"Age-standardised",0.159719471744484,0.142262570781511,0.17744348371904,0.240188293365493,0.197962933566631,0.286156827850861
"South Asia",NA,"Women",2009,"Age-standardised",0.16265709242485,0.145543261654226,0.179579913303868,0.242636728251963,0.20170768330477,0.286676315195796
"South Asia",NA,"Women",2010,"Age-standardised",0.165587177005095,0.148843946991668,0.182519227111535,0.245242263139191,0.205832118396407,0.287425465902922
"South Asia",NA,"Women",2011,"Age-standardised",0.168654258350482,0.152396834888649,0.185225502605696,0.247957057563437,0.21021804736747,0.288201857160949
"South Asia",NA,"Women",2012,"Age-standardised",0.171983950437466,0.155967713818401,0.18838782255721,0.250741853219863,0.213244087005309,0.290563750094544
"South Asia",NA,"Women",2013,"Age-standardised",0.175814078048804,0.160128297800965,0.192393592148846,0.253521069929209,0.217142820136573,0.293798236826544
"South Asia",NA,"Women",2014,"Age-standardised",0.180258692054871,0.16433857361642,0.197250383138208,0.256228461800918,0.21923914002106,0.297307655702655
"South Asia",NA,"Women",2015,"Age-standardised",0.185678618815635,0.168943629579975,0.203057023208206,0.258776452294593,0.220691286749353,0.301665313434494
"South Asia",NA,"Women",2016,"Age-standardised",0.191942067299512,0.174074840916683,0.21050483800433,0.261214418699276,0.220898435390233,0.306705854630105
"South Asia",NA,"Women",2017,"Age-standardised",0.198826377831406,0.178775716503305,0.219625511048835,0.263596275158328,0.219996287541637,0.312774291651507
"South Asia",NA,"Women",2018,"Age-standardised",0.206316988904073,0.183032468432445,0.230452969001477,0.265889495871928,0.218420978562701,0.319097495758016
"South Asia",NA,"Women",2019,"Age-standardised",0.214256963241475,0.186714526849838,0.242714650202346,0.268106081827171,0.21587600296128,0.326434477288778
"South Asia",NA,"Women",2020,"Age-standardised",0.222584916543905,0.189581961235166,0.256894360096764,0.27026548587212,0.211966355787602,0.334307290917633
"South Asia",NA,"Women",2021,"Age-standardised",0.231280635148337,0.192026761262878,0.27285087683678,0.272406053916444,0.208344886902321,0.344237849798228
"South Asia",NA,"Women",2022,"Age-standardised",0.24021422972237,0.193390832177585,0.28994497002752,0.27453653306305,0.203849840861383,0.356047120026576
"Sub-Saharan Africa",NA,"Men",1990,"Age-standardised",0.0520462896103251,0.0354474587591482,0.0726372233922832,0.209168788594918,0.117492819947243,0.334451612774122
"Sub-Saharan Africa",NA,"Men",1991,"Age-standardised",0.0535609470467436,0.0370903336804883,0.073511884325758,0.210134361021341,0.121377840997873,0.329699057100844
"Sub-Saharan Africa",NA,"Men",1992,"Age-standardised",0.0550838911727038,0.0390863961795147,0.0745346266017254,0.211044416175563,0.12536572425939,0.32473577870994
"Sub-Saharan Africa",NA,"Men",1993,"Age-standardised",0.0568039999433848,0.0407954086475982,0.0760450562638346,0.212479279597683,0.129709053042737,0.320156604283674
"Sub-Saharan Africa",NA,"Men",1994,"Age-standardised",0.0584522553509794,0.0424416584379011,0.0773451291199582,0.213785176457241,0.133308553594384,0.315600326524447
"Sub-Saharan Africa",NA,"Men",1995,"Age-standardised",0.0598666186964229,0.0440491743037986,0.0782168632140576,0.214604993938676,0.137505020457126,0.31155464168978
"Sub-Saharan Africa",NA,"Men",1996,"Age-standardised",0.0612404908986747,0.0454920334420159,0.0792959553460045,0.215448258069069,0.140409493864249,0.308257758290978
"Sub-Saharan Africa",NA,"Men",1997,"Age-standardised",0.0626606380911972,0.0472050107724239,0.0806484821189631,0.216425466342214,0.143978913911448,0.305651732535618
"Sub-Saharan Africa",NA,"Men",1998,"Age-standardised",0.0642171411491964,0.0491558259620734,0.08225147243018,0.217773067267663,0.148211266063703,0.303245945217618
"Sub-Saharan Africa",NA,"Men",1999,"Age-standardised",0.0657267002258937,0.0510995125717832,0.0833791322116249,0.219141156437193,0.151972622264353,0.300269088459983
"Sub-Saharan Africa",NA,"Men",2000,"Age-standardised",0.0671789072061401,0.0528154113017223,0.0843406015564361,0.220481568629152,0.15619168292113,0.298289834330973
"Sub-Saharan Africa",NA,"Men",2001,"Age-standardised",0.0685871873529029,0.0543352288245554,0.0850716138909053,0.22186367407384,0.16030825947317,0.294354089118425
"Sub-Saharan Africa",NA,"Men",2002,"Age-standardised",0.0699526396244682,0.0561361714622963,0.0859228802843273,0.223236168924295,0.16456820382658,0.291704393696007
"Sub-Saharan Africa",NA,"Men",2003,"Age-standardised",0.0712631941025979,0.0578503455500291,0.0862686967487172,0.224615249660677,0.169564280676626,0.289330978964466
"Sub-Saharan Africa",NA,"Men",2004,"Age-standardised",0.0725008735768759,0.059720975005873,0.0871673212581114,0.22592105956944,0.173063566491231,0.286282920328624
"Sub-Saharan Africa",NA,"Men",2005,"Age-standardised",0.0736767905307962,0.0615495600934779,0.0875467660269824,0.227106724469043,0.177333126010438,0.283694740165809
"Sub-Saharan Africa",NA,"Men",2006,"Age-standardised",0.0747820011772773,0.0631907904583543,0.0882547455282758,0.228128671356886,0.18089935519575,0.281560518670609
"Sub-Saharan Africa",NA,"Men",2007,"Age-standardised",0.0758199857904376,0.0645286159267341,0.0887572977035497,0.229011552606551,0.184198839624713,0.279241908750081
"Sub-Saharan Africa",NA,"Men",2008,"Age-standardised",0.0768074022785706,0.0657921880121725,0.0892994542953935,0.229755435586569,0.18702374978534,0.277542373615236
"Sub-Saharan Africa",NA,"Men",2009,"Age-standardised",0.0777235710397668,0.0669030080772415,0.0898890325768217,0.230475863528665,0.190012203519587,0.277104549273903
"Sub-Saharan Africa",NA,"Men",2010,"Age-standardised",0.0785684287715775,0.0681313135309108,0.0903172579295972,0.231107164978613,0.192112655805537,0.276899928541373
"Sub-Saharan Africa",NA,"Men",2011,"Age-standardised",0.0793749233857911,0.0689163871009201,0.0910972723031683,0.231523643880962,0.19312320110107,0.275083553013692
"Sub-Saharan Africa",NA,"Men",2012,"Age-standardised",0.0801896678749855,0.0698686730031435,0.0921598481975382,0.231993122625697,0.193928358863937,0.275357957976434
"Sub-Saharan Africa",NA,"Men",2013,"Age-standardised",0.081078573719913,0.070634326766868,0.0933011146833569,0.232542471785589,0.194100329661723,0.276417100507814
"Sub-Saharan Africa",NA,"Men",2014,"Age-standardised",0.0820046891593195,0.0712166192689281,0.094846753517265,0.232937057676965,0.194036606459995,0.2768841400273
"Sub-Saharan Africa",NA,"Men",2015,"Age-standardised",0.083005106156947,0.0714718863997433,0.0964928797563655,0.233191691382236,0.192816732069699,0.277967314270149
"Sub-Saharan Africa",NA,"Men",2016,"Age-standardised",0.0840689299547523,0.0717247235146374,0.0989059395347049,0.233142161471195,0.191174122192075,0.279810241099807
"Sub-Saharan Africa",NA,"Men",2017,"Age-standardised",0.0852222461374985,0.0717676532544372,0.101623544423704,0.233190971275389,0.189468658274217,0.283616852405313
"Sub-Saharan Africa",NA,"Men",2018,"Age-standardised",0.0864778498665262,0.0716127818670039,0.104579804103247,0.233497806424707,0.18745510135486,0.287942138020193
"Sub-Saharan Africa",NA,"Men",2019,"Age-standardised",0.0878250496370917,0.0711912683772722,0.108261648465295,0.233800765494707,0.185058602554995,0.292718134643157
"Sub-Saharan Africa",NA,"Men",2020,"Age-standardised",0.0893221070152393,0.0710493993455496,0.112250011033667,0.234164602200357,0.181790129843595,0.297567951015939
"Sub-Saharan Africa",NA,"Men",2021,"Age-standardised",0.0909664166718442,0.0707872623531996,0.117234220741334,0.234571009830087,0.178787081672873,0.303223257493253
"Sub-Saharan Africa",NA,"Men",2022,"Age-standardised",0.0927406121266538,0.0705417134112838,0.122229161956133,0.234884915259015,0.175470346869596,0.308949409271188
"Sub-Saharan Africa",NA,"Women",1990,"Age-standardised",0.0718448679929622,0.0472875278776932,0.102398451955842,0.172836758049492,0.10606866101528,0.257373493878748
"Sub-Saharan Africa",NA,"Women",1991,"Age-standardised",0.0734512654587123,0.0494832182113071,0.103044546640527,0.174921491381164,0.110597360373277,0.256804021644755
"Sub-Saharan Africa",NA,"Women",1992,"Age-standardised",0.0750790442951445,0.051707057990291,0.104166444605691,0.177038360630954,0.11404475151774,0.257001535285589
"Sub-Saharan Africa",NA,"Women",1993,"Age-standardised",0.0766192602276884,0.0538053884157012,0.104780279294139,0.179070405864962,0.116985627731439,0.256490017752535
"Sub-Saharan Africa",NA,"Women",1994,"Age-standardised",0.0781988159155095,0.0560460740938888,0.106040288252873,0.181352643642714,0.12075865090852,0.256189573641416
"Sub-Saharan Africa",NA,"Women",1995,"Age-standardised",0.0797699210946734,0.0580969107157193,0.106963185304875,0.183896546027431,0.124036983525764,0.256855984912303
"Sub-Saharan Africa",NA,"Women",1996,"Age-standardised",0.0811131304163677,0.0600206496486918,0.10735162294289,0.186373753719646,0.127959596511926,0.256773890287679
"Sub-Saharan Africa",NA,"Women",1997,"Age-standardised",0.0823030092211033,0.061816787576455,0.107546747335158,0.188772820757057,0.13156575288675,0.25670203704261
"Sub-Saharan Africa",NA,"Women",1998,"Age-standardised",0.0833450384295112,0.063435738936789,0.107464941479766,0.190999199388672,0.135686142560382,0.25753498564284
"Sub-Saharan Africa",NA,"Women",1999,"Age-standardised",0.0842108726527789,0.065181760180978,0.107236787648749,0.193227467928228,0.139434458222102,0.256913686036714
"Sub-Saharan Africa",NA,"Women",2000,"Age-standardised",0.084935555849057,0.0664506445325821,0.106947647608594,0.195447234161305,0.143170845447695,0.257071001338083
"Sub-Saharan Africa",NA,"Women",2001,"Age-standardised",0.0855634279126953,0.0676509225140912,0.106472110553858,0.197687035551817,0.146737056073187,0.256768816678628
"Sub-Saharan Africa",NA,"Women",2002,"Age-standardised",0.0861154527530726,0.0687715201638078,0.106172626603814,0.199949608812407,0.150442098741374,0.257067752361247
"Sub-Saharan Africa",NA,"Women",2003,"Age-standardised",0.0866074487090075,0.0700576766977731,0.105445034769258,0.202221429918818,0.154642560185501,0.257001568553285
"Sub-Saharan Africa",NA,"Women",2004,"Age-standardised",0.0870360271466977,0.0710759209819957,0.104577977349994,0.204498072206615,0.158400457490645,0.257709302899399
"Sub-Saharan Africa",NA,"Women",2005,"Age-standardised",0.0874174188105707,0.0722517692509317,0.103870890987223,0.206737558661385,0.161792124321579,0.258165903290117
"Sub-Saharan Africa",NA,"Women",2006,"Age-standardised",0.0877424699434781,0.0732908016222713,0.103271099895471,0.208940496695557,0.164973560453815,0.258464070969143
"Sub-Saharan Africa",NA,"Women",2007,"Age-standardised",0.0880870363195551,0.0742534935070867,0.102748942248555,0.211115037000547,0.168381093148391,0.259113035041589
"Sub-Saharan Africa",NA,"Women",2008,"Age-standardised",0.0884933670188372,0.0755161444566231,0.102382938501338,0.213288249015911,0.172120438002339,0.259746706978714
"Sub-Saharan Africa",NA,"Women",2009,"Age-standardised",0.0889797153710056,0.0764337274217374,0.102399835762604,0.215475552426479,0.175706812087127,0.261107209976426
"Sub-Saharan Africa",NA,"Women",2010,"Age-standardised",0.0895269334898682,0.077339840171577,0.102878929862992,0.2176160479134,0.178092464641835,0.261990797150609
"Sub-Saharan Africa",NA,"Women",2011,"Age-standardised",0.0901516719478924,0.0781828847191508,0.103486330508208,0.219649222576074,0.180973036695129,0.263715984730691
"Sub-Saharan Africa",NA,"Women",2012,"Age-standardised",0.0908517915984595,0.0788993383904236,0.104417521260533,0.221727077199358,0.183147466785253,0.265793200784329
"Sub-Saharan Africa",NA,"Women",2013,"Age-standardised",0.0917016413937534,0.0795589006253945,0.10565277819331,0.223820846324968,0.185292880424913,0.267985693749548
"Sub-Saharan Africa",NA,"Women",2014,"Age-standardised",0.092706797886297,0.0801136242991991,0.107236000724145,0.225790583901233,0.186962245032116,0.271186848514145
"Sub-Saharan Africa",NA,"Women",2015,"Age-standardised",0.0938727248252245,0.0807783830988453,0.109513193795377,0.227649218202652,0.188344563284664,0.273958259266013
"Sub-Saharan Africa",NA,"Women",2016,"Age-standardised",0.0952066079736489,0.0811610007526376,0.111897648634535,0.22938536854328,0.188869464006948,0.276682127776753
"Sub-Saharan Africa",NA,"Women",2017,"Age-standardised",0.0966815316191602,0.0813487493922409,0.114871921109689,0.231199885997908,0.188721723808005,0.279751088657375
"Sub-Saharan Africa",NA,"Women",2018,"Age-standardised",0.0983209295248213,0.0813931375001648,0.118303810049134,0.233124439721576,0.18896361512914,0.284218747761292
"Sub-Saharan Africa",NA,"Women",2019,"Age-standardised",0.100125545206707,0.0817535834790264,0.122289494448548,0.235029631802198,0.188662078527189,0.287386069892086
